;Player;Position;Comp;Age;Min;Goals;Goals;Asists;Asists;GoalAstPer90
1913;Nehuén Paz;DF;it Serie A;26;119;0;0.00;1;0.76;0.76
1914;Nehuén Paz;DF;it Serie A;26;844;0;0.00;0;0.00;0.00
1915;Giampaolo Pazzini;FW;it Serie A;34;307;4;1.17;0;0.00;1.17
1916;Mads Pedersen;DF;de Bundesliga;22;96;0;0.00;1;0.94;0.94
1917;Alfonso Pedraza;DF;es La Liga;23;1,349;1;0.07;0;0.00;0.07
1918;Marc Pedraza;MF;es La Liga;32;130;0;0.00;0;0.00;0.00
1919;Pedro;FW;it Serie A;22;63;0;0.00;0;0.00;0.00
1920;Pedro;FW;eng Premier League;32;661;1;0.14;1;0.14;0.27
1921;João Pedro;FW,MF;it Serie A;27;3,151;18;0.51;4;0.11;0.63
1922;João Pedro;FW,MF;eng Premier League;17;25;0;0.00;0;0.00;0.00
1923;Pedrosa;DF,MF;es La Liga;21;1,087;1;0.08;0;0.00;0.08
1924;Daouda Peeters;MF;it Serie A;20;15;0;0.00;0;0.00;0.00
1925;Gianluca Pegolo;GK;it Serie A;38;450;0;0.00;0;0.00;0.00
1926;Peter Pekarík;DF;de Bundesliga;32;769;0;0.00;0;0.00;0.00
1927;Yohann Pelé;GK;fr Ligue 1;36;150;0;0.00;0;0.00;0.00
1928;Lorenzo Pellegrini;MF;it Serie A;23;2,097;1;0.04;9;0.39;0.43
1929;Luca Pellegrini;DF;it Serie A;20;1,908;0;0.00;5;0.24;0.24
1930;Théo Pellenard;DF;fr Ligue 1;25;455;0;0.00;0;0.00;0.00
1931;Andy Pelmard;DF;fr Ligue 1;19;766;0;0.00;0;0.00;0.00
1932;Federico Peluso;DF;it Serie A;35;1,513;0;0.00;2;0.12;0.12
1933;Rubén Peña;DF;es La Liga;28;1,909;2;0.09;2;0.09;0.19
1934;Philipp Pentke;GK;de Bundesliga;34;360;0;0.00;0;0.00;0.00
1935;Nicolas Pépé;FW;eng Premier League;24;2,010;5;0.22;6;0.27;0.49
1936;Luis Perea;FW,MF;es La Liga;21;21;0;0.00;0;0.00;0.00
1937;Victor Perea;DF;es La Liga;19;1,270;0;0.00;0;0.00;0.00
1938;Mathias Pereira Lage;MF;fr Ligue 1;22;1,542;1;0.06;3;0.18;0.23
1939;Andreas Pereira;MF,FW;eng Premier League;23;1,484;1;0.06;3;0.18;0.24
1940;Ricardo Pereira;DF;eng Premier League;25;2,520;3;0.11;2;0.07;0.18
1941;Gastón Pereiro;MF,FW;it Serie A;24;348;1;0.26;0;0.00;0.26
1942;Bruno Peres;DF;it Serie A;29;1,056;2;0.17;2;0.17;0.34
1943;Roberto Pereyra;FW,MF;eng Premier League;28;1,648;3;0.16;0;0.00;0.16
1944;Ayoze Pérez;MF,FW;eng Premier League;26;2,004;8;0.36;4;0.18;0.54
1945;Carles Pérez;FW;es La Liga;21;476;1;0.19;2;0.38;0.57
1946;Carles Pérez;FW,MF;it Serie A;21;566;1;0.16;3;0.48;0.64
1947;Iñigo Pérez;MF;es La Liga;31;1,082;2;0.17;1;0.08;0.25
1948;Juan Pérez;GK;es La Liga;23;180;0;0.00;0;0.00;0.00
1949;Kike Pérez;MF,FW;es La Liga;22;218;0;0.00;0;0.00;0.00
1950;Lucas Pérez;FW;es La Liga;30;2,496;11;0.40;5;0.18;0.58
1951;Rubén Pérez;MF;es La Liga;30;2,194;1;0.04;1;0.04;0.08
1952;Samuel Pérez;GK;es La Liga;22;26;0;0.00;0;0.00;0.00
1953;Mattia Perin;GK;it Serie A;26;1,890;0;0.00;0;0.00;0.00
1954;Ivan Perišić;FW,MF;de Bundesliga;30;1,206;4;0.30;3;0.22;0.52
1955;Diego Perotti;FW,MF;it Serie A;31;875;5;0.51;3;0.31;0.82
1956;Romain Perraud;DF;fr Ligue 1;21;1,670;0;0.00;1;0.05;0.05
1957;Loïc Perrin;DF;fr Ligue 1;33;1,714;0;0.00;0;0.00;0.00
1958;Lucas Perrin;DF;fr Ligue 1;20;360;0;0.00;0;0.00;0.00
1959;Pavao Pervan;GK;de Bundesliga;31;720;0;0.00;0;0.00;0.00
1960;Matteo Pessina;MF,FW;it Serie A;22;2,489;7;0.25;0;0.00;0.25
1961;Andrea Petagna;FW;it Serie A;24;3,032;12;0.36;1;0.03;0.39
1962;Nils Petersen;FW,MF;de Bundesliga;30;2,436;11;0.41;2;0.07;0.48
1963;Danijel Petković;GK;fr Ligue 1;26;180;0;0.00;0;0.00;0.00
1964;Denis Petrić;GK;fr Ligue 1;31;90;0;0.00;0;0.00;0.00
1965;Jacopo Petriccione;MF;it Serie A;24;2,138;0;0.00;5;0.21;0.21
1966;Germán Pezzella;DF;it Serie A;28;2,830;3;0.10;1;0.03;0.13
1967;Giuseppe Pezzella;DF;it Serie A;21;80;0;0.00;0;0.00;0.00
1968;Giuseppe Pezzella;DF;it Serie A;21;949;0;0.00;0;0.00;0.00
1969;Rayan Philippe;DF,FW;fr Ligue 1;18;30;0;0.00;0;0.00;0.00
1970;Romain Philippoteaux;FW,MF;fr Ligue 1;31;1,994;5;0.23;2;0.09;0.32
1971;Krzysztof Piątek;FW,MF;de Bundesliga;24;909;4;0.40;1;0.10;0.50
1972;Krzysztof Piątek;FW;it Serie A;24;1,183;4;0.30;0;0.00;0.30
1973;Pablo Piatti;DF,MF;es La Liga;30;56;0;0.00;0;0.00;0.00
1974;Cristiano Piccini;DF;es La Liga;26;75;0;0.00;0;0.00;0.00
1975;Stefano Piccinini;DF;it Serie A;16;9;0;0.00;0;0.00;0.00
1976;Roberto Piccoli;FW;it Serie A;18;17;0;0.00;0;0.00;0.00
1977;Jordan Pickford;GK;eng Premier League;25;3,420;0;0.00;0;0.00;0.00
1978;Jérémy Pied;DF;fr Ligue 1;30;450;0;0.00;0;0.00;0.00
1979;Ronaël Pierre-Gabriel;DF;de Bundesliga;21;574;0;0.00;1;0.16;0.16
1980;Brandon Pierrick;DF,FW;eng Premier League;17;15;0;0.00;0;0.00;0.00
1981;Erik Pieters;DF,MF;eng Premier League;30;1,878;0;0.00;4;0.19;0.19
1982;Tomás Pina Isla;MF;es La Liga;31;1,344;1;0.07;0;0.00;0.07
1983;Andrea Pinamonti;FW;it Serie A;20;2,236;5;0.20;1;0.04;0.24
1984;Simone Pinna;DF;it Serie A;21;90;0;0.00;0;0.00;0.00
1985;Carlo Pinsoglio;GK;it Serie A;29;19;0;0.00;0;0.00;0.00
1986;Pipa;DF;es La Liga;21;473;0;0.00;0;0.00;0.00
1987;Gerard Piqué;DF;es La Liga;32;3,092;1;0.03;0;0.00;0.03
1988;Lorenzo Pirola;DF;it Serie A;17;12;0;0.00;0;0.00;0.00
1989;Fabio Pisacane;DF;it Serie A;33;2,442;1;0.04;0;0.00;0.04
1990;Łukasz Piszczek;DF;de Bundesliga;34;2,106;1;0.04;3;0.13;0.17
1991;Claudio Pizarro;FW,MF;de Bundesliga;40;234;0;0.00;0;0.00;0.00
1992;Miralem Pjanić;MF;it Serie A;29;2,277;3;0.12;6;0.24;0.36
1993;Óscar Plano;MF;es La Liga;28;2,505;4;0.14;2;0.07;0.22
1994;Marvin Plattenhardt;DF;de Bundesliga;27;1,396;0;0.00;5;0.32;0.32
1995;Alassane Pléa;FW;de Bundesliga;26;2,143;10;0.42;10;0.42;0.84
1996;Thomas Pledl;DF,MF;de Bundesliga;25;91;0;0.00;0;0.00;0.00
1997;Daniel Podence;FW,MF;eng Premier League;23;289;1;0.31;0;0.00;0.31
1998;Paul Pogba;MF;eng Premier League;26;1,204;1;0.07;3;0.22;0.30
1999;Joel Pohjanpalo;MF;de Bundesliga;24;2;0;0.00;0;0.00;0.00
2000;Andrea Poli;MF;it Serie A;29;1,919;2;0.09;0;0.00;0.09
2001;Matteo Politano;FW;it Serie A;25;743;2;0.24;2;0.24;0.48
2002;Matteo Politano;FW;it Serie A;25;259;0;0.00;0;0.00;0.00
2003;Sebastian Polter;FW;de Bundesliga;28;330;2;0.55;2;0.55;1.09
2004;Marin Pongračić;DF;de Bundesliga;21;928;2;0.19;0;0.00;0.19
2005;Pere Pons;MF;es La Liga;26;1,088;1;0.08;1;0.08;0.17
2006;Nick Pope;GK;eng Premier League;27;3,420;0;0.00;0;0.00;0.00
2007;Pedro Porro;DF,MF;es La Liga;19;739;0;0.00;0;0.00;0.00
2008;Francisco Portillo;MF;es La Liga;29;376;0;0.00;2;0.48;0.48
2009;Portu;FW,MF;es La Liga;27;2,393;7;0.26;7;0.26;0.53
2010;Stefan Posch;DF;de Bundesliga;22;2,308;0;0.00;0;0.00;0.00
2011;Sergio Postigo;DF;es La Liga;30;2,374;1;0.04;1;0.04;0.08
2012;Florent Poulolo;MF,DF;es La Liga;22;1;0;0.00;0;0.00;0.00
2013;Yussuf Poulsen;FW;de Bundesliga;25;1,222;5;0.37;6;0.44;0.81
2014;Maxime Poundjé;DF;fr Ligue 1;26;4;0;0.00;0;0.00;0.00
2015;Darío Poveda;FW;es La Liga;22;8;0;0.00;0;0.00;0.00
2016;Alejandro Pozo Pozo;DF;es La Liga;20;1,498;1;0.06;2;0.12;0.18
2017;Alejandro Pozo Pozo;FW,MF;es La Liga;20;37;0;0.00;0;0.00;0.00
2018;Percy Prado;DF;fr Ligue 1;23;185;0;0.00;0;0.00;0.00
2019;Dennis Praet;MF;eng Premier League;25;1,134;1;0.08;2;0.16;0.24
2020;Abdón Prats;FW,MF;es La Liga;26;279;0;0.00;0;0.00;0.00
2021;Sanjin Prcić;MF;fr Ligue 1;25;78;0;0.00;0;0.00;0.00
2022;Nicolas de Préville;MF,FW;fr Ligue 1;28;1,995;6;0.27;4;0.18;0.45
2023;Sebastian Prödl;DF;eng Premier League;32;56;0;0.00;0;0.00;0.00
2024;Kai Pröger;MF,FW;de Bundesliga;27;2,079;2;0.09;6;0.26;0.35
2025;Grischa Prömel;MF;de Bundesliga;24;924;0;0.00;0;0.00;0.00
2026;Davy Pröpper;MF;eng Premier League;27;2,829;1;0.03;2;0.06;0.10
2027;Antonio Puertas;FW,MF;es La Liga;27;2,563;7;0.25;3;0.11;0.35
2028;Riqui Puig;MF;es La Liga;19;510;0;0.00;2;0.35;0.35
2029;Teemu Pukki;FW;eng Premier League;29;2,886;11;0.34;3;0.09;0.44
2030;Erick Pulgar;MF;it Serie A;25;2,950;7;0.21;6;0.18;0.40
2031;Christian Pulisic;FW;eng Premier League;20;1,722;9;0.47;4;0.21;0.68
2032;Ignacio Pussetto;FW,DF;it Serie A;23;341;1;0.26;0;0.00;0.26
2033;Ignacio Pussetto;FW,DF;eng Premier League;23;74;0;0.00;0;0.00;0.00
2034;Fabio Quagliarella;FW;it Serie A;36;2,275;11;0.44;3;0.12;0.55
2035;Robin Quaison;FW,MF;de Bundesliga;25;2,602;13;0.45;2;0.07;0.52
2036;Domingos Quina;MF;eng Premier League;19;22;0;0.00;0;0.00;0.00
2037;Quini;DF;es La Liga;29;718;0;0.00;0;0.00;0.00
2038;Xavi Quintillà;DF;es La Liga;22;1,573;0;0.00;2;0.11;0.11
2039;Quique;FW;es La Liga;29;490;0;0.00;1;0.18;0.18
2040;Adrien Rabiot;MF;it Serie A;24;1,912;1;0.05;1;0.05;0.09
2041;Nemanja Radoja;MF;es La Liga;26;1,993;1;0.05;0;0.00;0.05
2042;Nemanja Radonjić;FW,MF;fr Ligue 1;23;880;5;0.51;1;0.10;0.61
2043;Ivan Radovanović;MF;it Serie A;30;1,318;0;0.00;1;0.07;0.07
2044;Ionuț Radu;GK;it Serie A;22;1,530;0;0.00;1;0.06;0.06
2045;Ștefan Radu;DF;it Serie A;32;2,306;1;0.04;0;0.00;0.04
2046;Boris Radunović;GK;it Serie A;23;270;0;0.00;0;0.00;0.00
2047;Rafael;DF;fr Ligue 1;29;700;0;0.00;0;0.00;0.00
2048;Rafael;GK;it Serie A;37;454;0;0.00;0;0.00;0.00
2049;Raffael;MF;de Bundesliga;34;64;0;0.00;0;0.00;0.00
2050;Rafinha;FW,MF;es La Liga;26;186;0;0.00;0;0.00;0.00
2051;Rafinha;MF;es La Liga;26;2,111;4;0.17;1;0.04;0.21
2052;Daniele Ragatzu;MF,FW;it Serie A;27;313;1;0.29;0;0.00;0.29
2053;Baba Rahman;DF;es La Liga;25;108;0;0.00;0;0.00;0.00
2054;Antonio Raillo;DF;es La Liga;27;2,775;1;0.03;0;0.00;0.03
2055;Predrag Rajković;GK;fr Ligue 1;23;2,430;0;0.00;0;0.00;0.00
2056;Ivan Rakitić;MF;es La Liga;31;1,589;1;0.06;3;0.17;0.23
2057;Benito Raman;FW;de Bundesliga;24;1,601;4;0.22;3;0.17;0.39
2058;Gastón Ramírez;MF,FW;it Serie A;28;1,392;7;0.45;2;0.13;0.58
2059;Sandro Ramírez;FW,MF;es La Liga;24;1,306;3;0.21;1;0.07;0.28
2060;Iván Ramis;DF;es La Liga;34;457;1;0.20;0;0.00;0.20
2061;Adrián Ramos;FW;es La Liga;33;226;0;0.00;0;0.00;0.00
2062;Sergio Ramos;DF;es La Liga;33;3,013;11;0.33;0;0.00;0.33
2063;Aaron Ramsdale;GK;eng Premier League;21;3,330;0;0.00;1;0.03;0.03
2064;Aaron Ramsey;MF;it Serie A;28;1,051;3;0.26;1;0.09;0.34
2065;Darren Randolph;GK;eng Premier League;32;180;0;0.00;0;0.00;0.00
2066;Luca Ranieri;DF;it Serie A;20;232;0;0.00;0;0.00;0.00
2067;Andrea Ranocchia;DF;it Serie A;31;526;0;0.00;0;0.00;0.00
2068;Tobias Raschl;MF;de Bundesliga;19;26;0;0.00;0;0.00;0.00
2069;Marcus Rashford;FW;eng Premier League;21;2,643;17;0.58;7;0.24;0.82
2070;Milot Rashica;FW;de Bundesliga;23;2,264;8;0.32;5;0.20;0.52
2071;Giacomo Raspadori;MF,FW;it Serie A;19;264;2;0.68;0;0.00;0.68
2072;Raúl;FW,MF;es La Liga;18;19;0;0.00;0;0.00;0.00
2073;Ante Rebić;FW;it Serie A;25;1,395;11;0.71;3;0.19;0.90
2074;Ante Rebić;FW;de Bundesliga;25;90;0;0.00;0;0.00;0.00
2075;Arkadiusz Reca;DF;it Serie A;24;1,928;0;0.00;2;0.09;0.09
2076;Recio;MF;es La Liga;28;1,570;0;0.00;0;0.00;0.00
2077;Daishawn Redan;FW;de Bundesliga;18;21;0;0.00;0;0.00;0.00
2078;Nathan Redmond;MF,FW;eng Premier League;25;2,762;4;0.13;4;0.13;0.26
2079;Fabian Reese;FW;de Bundesliga;21;86;0;0.00;0;0.00;0.00
2080;Vasco Regini;DF;it Serie A;28;174;0;0.00;0;0.00;0.00
2081;Vasco Regini;DF;it Serie A;28;51;0;0.00;0;0.00;0.00
2082;Sergio Reguilón;DF;es La Liga;22;2,509;2;0.07;4;0.14;0.22
2083;Ken Reichel;DF;de Bundesliga;32;533;0;0.00;0;0.00;0.00
2084;Manolo Reina;GK;es La Liga;34;3,240;0;0.00;0;0.00;0.00
2085;Pepe Reina;GK;eng Premier League;36;1,080;0;0.00;0;0.00;0.00
2086;Pepe Reina;GK;it Serie A;36;90;0;0.00;0;0.00;0.00
2087;Jeff Reine-Adélaïde;MF;fr Ligue 1;21;79;1;1.14;1;1.14;2.28
2088;Jeff Reine-Adélaïde;MF,FW;fr Ligue 1;21;783;2;0.23;1;0.11;0.34
2089;Karim Rekik;DF;de Bundesliga;24;1,260;1;0.07;0;0.00;0.07
2090;Álex Remiro;GK;es La Liga;24;2,250;0;0.00;0;0.00;0.00
2091;Loïc Rémy;FW;fr Ligue 1;32;963;7;0.65;0;0.00;0.65
2092;Panagiotis Retsos;DF;de Bundesliga;20;114;0;0.00;0;0.00;0.00
2093;Marco Reus;MF,FW;de Bundesliga;30;1,495;11;0.66;5;0.30;0.96
2094;Elvis Rexhbeçaj;MF;de Bundesliga;21;623;0;0.00;3;0.43;0.43
2095;Gio Reyna;MF,FW;de Bundesliga;16;355;0;0.00;1;0.25;0.25
2096;Baptiste Reynet;GK;fr Ligue 1;28;2,035;0;0.00;0;0.00;0.00
2097;Nico Ribaudo;FW,MF;es La Liga;18;182;0;0.00;0;0.00;0.00
2098;Franck Ribéry;FW;it Serie A;36;1,409;3;0.19;3;0.19;0.38
2099;Davide Riccardi;DF;it Serie A;23;20;0;0.00;0;0.00;0.00
2100;Declan Rice;MF;eng Premier League;20;3,420;1;0.03;3;0.08;0.11
2101;Chris Richards;DF;de Bundesliga;19;7;0;0.00;0;0.00;0.00
2102;Richarlison;FW;eng Premier League;22;3,070;13;0.38;3;0.09;0.47
2103;Marco Richter;MF,FW;de Bundesliga;21;2,280;4;0.16;3;0.12;0.28
2104;Diego Rico;DF;eng Premier League;26;2,332;0;0.00;4;0.15;0.15
2105;Sergio Rico;GK;fr Ligue 1;25;180;0;0.00;0;0.00;0.00
2106;Jaïro Riedewald;DF,MF;eng Premier League;22;769;0;0.00;0;0.00;0.00
2107;Emiliano Rigoni;MF,FW;it Serie A;26;431;0;0.00;1;0.21;0.21
2108;Tomás Rincón;MF;it Serie A;31;2,702;1;0.03;3;0.10;0.13
2109;Luis Rioja;MF;es La Liga;25;1,634;0;0.00;0;0.00;0.00
2110;Renaud Ripart;FW,DF;fr Ligue 1;26;2,027;4;0.18;2;0.09;0.27
2111;Rodrigo Riquelme;MF;es La Liga;19;13;0;0.00;0;0.00;0.00
2112;Andrea Rispoli;DF;it Serie A;30;1,909;0;0.00;0;0.00;0.00
2113;Marcel Risse;MF,FW;de Bundesliga;29;132;0;0.00;2;1.36;1.36
2114;Mihailo Ristić;DF,MF;fr Ligue 1;23;811;0;0.00;2;0.22;0.22
2115;Matt Ritchie;DF,MF;eng Premier League;29;1,315;2;0.14;1;0.07;0.21
2116;Marlon Ritter;MF;de Bundesliga;24;435;0;0.00;1;0.21;0.21
2117;Cristian Rivera;MF;es La Liga;22;311;0;0.00;0;0.00;0.00
2118;Maxence Rivera;MF;fr Ligue 1;17;25;0;0.00;0;0.00;0.00
2119;Rober;DF;es La Liga;24;191;0;0.00;0;0.00;0.00
2120;Roberto;GK;eng Premier League;33;687;0;0.00;0;0.00;0.00
2121;Roberto;GK;es La Liga;33;790;0;0.00;0;0.00;0.00
2122;Sergi Roberto;DF,MF;es La Liga;27;2,339;1;0.04;2;0.08;0.12
2123;Patrick Roberts;MF,FW;eng Premier League;22;26;0;0.00;0;0.00;0.00
2124;Andrew Robertson;DF;eng Premier League;25;3,111;2;0.06;12;0.35;0.41
2125;Callum Robinson;FW;eng Premier League;24;676;1;0.13;1;0.13;0.27
2126;Jack Robinson;DF;eng Premier League;25;504;0;0.00;0;0.00;0.00
2127;Joel Robles;GK;es La Liga;29;2,887;0;0.00;0;0.00;0.00
2128;Marc Roca;MF;es La Liga;22;3,008;2;0.06;1;0.03;0.09
2129;Rubén Rochina;MF;es La Liga;28;1,875;5;0.24;3;0.14;0.38
2130;Sebastian Rode;MF;de Bundesliga;28;1,936;3;0.14;3;0.14;0.28
2131;Rodri;MF;eng Premier League;23;2,486;3;0.11;2;0.07;0.18
2132;Rodrigo;FW;es La Liga;28;1,880;4;0.19;7;0.34;0.53
2133;Kévin Rodrigues;DF,MF;es La Liga;25;1,931;1;0.05;2;0.09;0.14
2134;Kévin Rodrigues;DF;es La Liga;25;6;0;0.00;0;0.00;0.00
2135;Óscar Rodríguez Arnaiz;MF,FW;es La Liga;21;1,914;9;0.42;2;0.09;0.52
2136;Ángel Rodríguez;FW;es La Liga;32;1,407;10;0.64;3;0.19;0.83
2137;Dani Rodríguez;MF,FW;es La Liga;31;3,039;5;0.15;2;0.06;0.21
2138;Guido Rodríguez;MF;es La Liga;25;936;1;0.10;0;0.00;0.10
2139;James Rodríguez;MF;es La Liga;28;419;1;0.21;1;0.21;0.43
2140;Jay Rodriguez;FW;eng Premier League;30;2,016;8;0.36;1;0.04;0.40
2141;Mario Rodriguez;FW;es La Liga;22;2;0;0.00;0;0.00;0.00
2142;Ricardo Rodríguez;DF;it Serie A;26;386;0;0.00;0;0.00;0.00
2143;Rodrygo;FW;es La Liga;18;1,019;2;0.18;0;0.00;0.18
2144;Jack Rodwell;MF;eng Premier League;28;16;0;0.00;0;0.00;0.00
2145;Marko Rog;MF;it Serie A;24;2,317;1;0.04;1;0.04;0.08
2146;Agustín Rogel;DF;fr Ligue 1;21;858;0;0.00;0;0.00;0.00
2147;Rogério;DF;it Serie A;21;1,015;1;0.09;1;0.09;0.18
2148;Marcos Rojo;DF;eng Premier League;29;122;0;0.00;0;0.00;0.00
2149;Filippo Romagna;DF;it Serie A;22;1,477;0;0.00;0;0.00;0.00
2150;Alessio Romagnoli;DF;it Serie A;24;3,091;1;0.03;0;0.00;0.03
2151;Alaixys Romao;MF;fr Ligue 1;35;1,781;0;0.00;0;0.00;0.00
2152;Cristian Romero;DF;it Serie A;21;2,577;1;0.03;1;0.03;0.07
2153;Luka Romero;MF;es La Liga;14;8;0;0.00;0;0.00;0.00
2154;Oriol Romeu;MF;eng Premier League;27;1,860;0;0.00;0;0.00;0.00
2155;Rômulo;MF;it Serie A;32;1,723;1;0.05;3;0.16;0.21
2156;Rômulo;DF;it Serie A;32;20;0;0.00;0;0.00;0.00
2157;Cristiano Ronaldo;FW;it Serie A;34;2,917;31;0.96;5;0.15;1.11
2158;Facundo Roncaglia;DF;es La Liga;32;1,277;1;0.07;0;0.00;0.07
2159;Valentin Rongier;MF;fr Ligue 1;24;1,790;0;0.00;2;0.10;0.10
2160;Valentin Rongier;MF;fr Ligue 1;24;270;0;0.00;1;0.33;0.33
2161;Marten de Roon;MF;it Serie A;28;2,721;2;0.07;5;0.17;0.23
2162;Roberto Rosales;DF;es La Liga;30;1,871;0;0.00;1;0.05;0.05
2163;Antonio Rosati;GK;it Serie A;36;90;0;0.00;0;0.00;0.00
2164;Danny Rose;DF;eng Premier League;29;893;0;0.00;0;0.00;0.00
2165;Danny Rose;DF;eng Premier League;29;863;0;0.00;0;0.00;0.00
2166;Luca Rossettini;DF;it Serie A;34;2,261;0;0.00;2;0.08;0.08
2167;Francesco Rossi;GK;it Serie A;28;11;0;0.00;0;0.00;0.00
2168;Jérôme Roussillon;DF;de Bundesliga;26;2,364;1;0.04;1;0.04;0.08
2169;Nolan Roux;FW;fr Ligue 1;31;584;2;0.31;0;0.00;0.31
2170;Nicolò Rovella;MF;it Serie A;17;105;0;0.00;0;0.00;0.00
2171;Amir Rrahmani;DF;it Serie A;25;3,228;0;0.00;1;0.03;0.03
2172;Rubén;GK;es La Liga;35;1,583;0;0.00;0;0.00;0.00
2173;Waldo Rubio;MF,FW;es La Liga;23;878;0;0.00;2;0.21;0.21
2174;Antonio Rüdiger;DF;eng Premier League;26;1,710;2;0.11;0;0.00;0.11
2175;Sebastian Rudy;MF;de Bundesliga;29;2,734;1;0.03;3;0.10;0.13
2176;Stéphane Ruffier;GK;fr Ligue 1;32;1,980;0;0.00;0;0.00;0.00
2177;Dion Ruffo Luci;MF;it Serie A;18;1;0;0.00;0;0.00;0.00
2178;Daniele Rugani;DF;it Serie A;25;690;0;0.00;0;0.00;0.00
2179;Mário Rui;DF;it Serie A;28;1,966;0;0.00;2;0.09;0.09
2180;Aitor Ruibal;DF,FW;es La Liga;23;1,220;0;0.00;0;0.00;0.00
2181;Fabián Ruiz Peña;MF;it Serie A;23;2,684;3;0.10;6;0.20;0.30
2182;Gerónimo Rulli;GK;fr Ligue 1;27;2,250;0;0.00;0;0.00;0.00
2183;Lukas Rupp;MF,FW;de Bundesliga;28;340;0;0.00;0;0.00;0.00
2184;Lukas Rupp;FW,MF;eng Premier League;28;695;0;0.00;0;0.00;0.00
2185;Mathew Ryan;GK;eng Premier League;27;3,420;0;0.00;0;0.00;0.00
2186;Julian Ryerson;DF;de Bundesliga;21;368;0;0.00;0;0.00;0.00
2187;Frederik Rønnow;GK;de Bundesliga;26;810;0;0.00;0;0.00;0.00
2188;João Victor Santos Sá;MF,FW;de Bundesliga;25;1,629;2;0.11;2;0.11;0.22
2189;Roli Pereira de Sa;MF;fr Ligue 1;22;6;0;0.00;0;0.00;0.00
2190;Youssouf Sabaly;DF;fr Ligue 1;26;913;0;0.00;1;0.10;0.10
2191;Stefano Sabelli;DF;it Serie A;26;3,168;0;0.00;3;0.09;0.09
2192;Abdelhamid Sabiri;MF;de Bundesliga;22;1,048;4;0.34;1;0.09;0.43
2193;Marcel Sabitzer;MF,FW;de Bundesliga;25;2,499;9;0.32;7;0.25;0.58
2194;Ihsan Sacko;FW;fr Ligue 1;22;145;0;0.00;0;0.00;0.00
2195;Alexis Saelemaekers;FW,MF;it Serie A;20;684;1;0.13;0;0.00;0.13
2196;Jorge Sáenz;DF,FW;es La Liga;22;371;0;0.00;0;0.00;0.00
2197;Nuri Şahin;MF;de Bundesliga;30;1,249;0;0.00;3;0.22;0.22
2198;Wesley Saïd;MF,FW;fr Ligue 1;24;1,160;2;0.16;1;0.08;0.23
2199;Allan Saint-Maximin;MF,FW;eng Premier League;22;1,863;3;0.14;4;0.19;0.34
2200;Théo Sainte-Luce;DF,FW;fr Ligue 1;20;22;0;0.00;0;0.00;0.00
2201;Borja Sainz;MF,FW;es La Liga;18;573;1;0.16;0;0.00;0.16
2202;Romain Saïss;DF;eng Premier League;29;2,705;2;0.07;1;0.03;0.10
2203;Bukayo Saka;DF,FW;eng Premier League;17;1,753;1;0.05;5;0.26;0.31
2204;Hiroki Sakai;DF;fr Ligue 1;29;1,620;0;0.00;0;0.00;0.00
2205;Mamadou Sakho;DF;eng Premier League;29;931;0;0.00;0;0.00;0.00
2206;Jacopo Sala;DF;it Serie A;27;853;0;0.00;0;0.00;0.00
2207;Mohamed Salah;FW;eng Premier League;27;2,876;19;0.59;10;0.31;0.91
2208;Bartosz Salamon;DF;it Serie A;28;344;0;0.00;0;0.00;0.00
2209;Eddy Salcedo;FW,MF;it Serie A;17;680;1;0.13;0;0.00;0.13
2210;William Saliba;DF;fr Ligue 1;18;992;0;0.00;0;0.00;0.00
2211;Yannis Salibur;MF,FW;es La Liga;28;82;0;0.00;0;0.00;0.00
2212;Romain Salin;GK;fr Ligue 1;35;360;0;0.00;0;0.00;0.00
2213;Mohammed Salisu;DF;es La Liga;20;2,725;1;0.03;1;0.03;0.07
2214;Roland Sallai;MF,FW;de Bundesliga;22;1,162;2;0.15;0;0.00;0.15
2215;Lazar Samardzic;MF;de Bundesliga;17;34;0;0.00;0;0.00;0.00
2216;Diadie Samassékou;MF;de Bundesliga;23;1,310;0;0.00;1;0.07;0.07
2217;Mbwana Samatta;FW;eng Premier League;26;943;1;0.10;0;0.00;0.10
2218;Mama Samba Baldé;FW,MF;fr Ligue 1;23;1,676;6;0.32;2;0.11;0.43
2219;Junior Sambia;DF,MF;fr Ligue 1;22;587;1;0.15;1;0.15;0.31
2220;Frédéric Sammaritano;MF,FW;fr Ligue 1;33;518;1;0.17;2;0.35;0.52
2221;Fede San Emeterio;MF;es La Liga;22;1,751;0;0.00;0;0.00;0.00
2222;Mikel San José;MF;es La Liga;30;359;0;0.00;0;0.00;0.00
2223;Antonio Sanabria;FW;it Serie A;23;1,387;6;0.39;2;0.13;0.52
2224;Oihan Sancet;MF;es La Liga;19;741;1;0.12;1;0.12;0.24
2225;Renato Sanches;MF;de Bundesliga;21;6;0;0.00;0;0.00;0.00
2226;Renato Sanches;MF,FW;fr Ligue 1;21;1,483;3;0.18;1;0.06;0.24
2227;Alexis Sánchez;FW;it Serie A;30;923;4;0.39;8;0.78;1.17
2228;Carlos Sánchez;MF,DF;eng Premier League;33;117;0;0.00;0;0.00;0.00
2229;Davinson Sánchez;DF;eng Premier League;23;2,431;0;0.00;0;0.00;0.00
2230;Germán Sánchez;DF;es La Liga;32;2,293;2;0.08;0;0.00;0.08
2231;Javi Sánchez;DF;es La Liga;22;497;0;0.00;1;0.18;0.18
